	2 mm	4 mm	6 mm	8 mm	10 mm	12 mm	14 mm	16 mm	18 mm	20 mm	30 mm	40 mm
6066	183.341574	176.263903	170.011577	163.470736	155.889538	149.395041	142.825249	136.664574	129.894166	124.173995	95.655054	70.360929
6067	183.341574	176.263903	170.011577	163.470736	155.889538	149.395041	142.825249	136.664574	129.894166	124.173995	95.655054	70.360929
6068	183.343391	176.268024	170.010983	163.47601	155.896597	149.409331	142.828581	136.669125	129.896559	124.177293	95.629755	70.362227
6069	183.343391	176.268024	170.010983	163.47601	155.896597	149.409331	142.828581	136.669125	129.896559	124.177293	95.629755	70.362227
6070	183.382066	176.268977	170.030951	163.482769	155.903507	149.427358	142.841678	136.677389	129.900866	124.190031	95.608807	70.377661
6071	183.382066	176.268977	170.030951	163.482769	155.903507	149.427358	142.841678	136.677389	129.900866	124.190031	95.608807	70.377661
6072	183.361989	176.27912	170.024273	163.484987	155.904735	149.419691	142.838289	136.654829	129.920858	124.193752	95.553355	70.368673
6073	183.361989	176.27912	170.024273	163.484987	155.904735	149.419691	142.838289	136.654829	129.920858	124.193752	95.553355	70.368673
6074	183.352145	176.286078	170.031533	163.488675	155.912663	149.419405	142.830727	136.640524	129.911743	124.205438	95.515638	70.381602
6075	183.352145	176.286078	170.031533	163.488675	155.912663	149.419405	142.830727	136.640524	129.911743	124.205438	95.515638	70.381602
6076	183.342657	176.282472	170.034112	163.472995	155.909206	149.420396	142.857492	136.612319	129.920007	124.207283	95.701773	70.378308
6077	183.342657	176.282472	170.034112	163.472995	155.909206	149.420396	142.857492	136.612319	129.920007	124.207283	95.701773	70.378308
6078	183.362987	176.292092	170.032963	163.485846	155.914088	149.425538	142.857505	135.64868	129.922311	124.201362	95.684928	70.376123
6079	183.362987	176.292092	170.032963	163.485846	155.914088	149.425538	142.857505	135.64868	129.922311	124.201362	95.684928	70.376123
6080	183.359795	176.291186	170.042774	163.503298	155.920384	149.438095	142.855698	136.544643	129.945477	124.22354	95.382423	70.397454
6081	183.359795	176.291186	170.042774	163.503298	155.920384	149.438095	142.855698	136.544643	129.945477	124.22354	95.382423	70.397454
6082	183.334998	176.292954	170.034158	163.49112	155.906701	149.43592	142.862148	135.599727	129.928754	124.216686	95.644273	70.394677
6083	183.334998	176.292954	170.034158	163.49112	155.906701	149.43592	142.862148	135.599727	129.928754	124.216686	95.644273	70.394677
6084	183.325503	176.285308	170.031592	163.491393	155.918982	149.44361	142.860297	135.617014	129.944778	124.234028	94.945974	70.398539
6085	183.325503	176.285308	170.031592	163.491393	155.918982	149.44361	142.860297	135.617014	129.944778	124.234028	94.945974	70.398539
6086	183.311855	176.291931	170.049278	163.505435	155.925473	149.443711	142.879204	136.457605	129.950275	124.234713	94.612518	70.39998
6087	183.311855	176.291931	170.049278	163.505435	155.925473	149.443711	142.879204	136.457605	129.950275	124.234713	94.612518	70.39998
6088	183.307792	176.297612	170.039727	163.494372	155.934504	149.451704	142.87343	135.611042	129.953013	124.234246	94.959223	70.401897
6089	183.307792	176.297612	170.039727	163.494372	155.934504	149.451704	142.87343	135.611042	129.953013	124.234246	94.959223	70.401897
6090	183.320974	176.291324	170.050234	163.49995	155.931294	149.458078	142.881304	135.62105	129.957398	124.228347	94.949819	70.408066
6091	183.320974	176.291324	170.050234	163.49995	155.931294	149.458078	142.881304	135.62105	129.957398	124.228347	94.949819	70.408066
6092	183.317904	176.292448	170.04288	163.505719	155.937876	149.445551	142.877245	136.458515	129.952909	124.236882	94.608362	70.403327
6093	183.317904	176.292448	170.04288	163.505719	155.937876	149.445551	142.877245	136.458515	129.952909	124.236882	94.608362	70.403327
6094	183.313826	176.299587	170.053498	163.519347	155.945209	149.463473	142.901138	136.471959	129.971831	124.252775	94.633443	70.414854
6095	183.313826	176.299587	170.053498	163.519347	155.945209	149.463473	142.901138	136.471959	129.971831	124.252775	94.633443	70.414854
6096	183.294321	176.300879	170.062765	163.513897	155.958382	149.473255	142.904325	135.64141	129.976829	124.264605	94.983043	70.436185
6097	183.294321	176.300879	170.062765	163.513897	155.958382	149.473255	142.904325	135.64141	129.976829	124.264605	94.983043	70.436185
6098	183.261453	176.284382	170.060985	163.515099	155.953131	149.470933	142.897489	136.490405	129.981718	124.267195	94.994357	70.42118
6099	183.261453	176.284382	170.060985	163.515099	155.953131	149.470933	142.897489	136.490405	129.981718	124.267195	94.994357	70.42118
6100	183.232099	176.290341	170.059467	163.515932	155.959038	149.47603	142.90613	136.510639	129.984576	124.269816	95.692997	70.43529
6101	183.232099	176.290341	170.059467	163.515932	155.959038	149.47603	142.90613	136.510639	129.984576	124.269816	95.692997	70.43529
6102	183.23709	176.291805	170.059983	163.518554	155.950279	149.474045	142.911253	135.660572	129.996535	124.268496	95.708781	70.431802
6103	183.23709	176.291805	170.059983	163.518554	155.950279	149.474045	142.911253	135.660572	129.996535	124.268496	95.708781	70.431802
6104	183.224328	176.285972	170.068618	163.526213	155.970704	149.4815	142.923728	135.684059	129.99404	124.28427	95.736679	70.439465
6105	183.224328	176.285972	170.068618	163.526213	155.970704	149.4815	142.923728	135.684059	129.99404	124.28427	95.736679	70.439465
6106	183.208056	176.273319	170.058238	163.52637	155.954336	149.488478	142.913905	135.690301	129.988863	124.282991	95.742837	70.422494
6107	183.208056	176.273319	170.058238	163.52637	155.954336	149.488478	142.913905	135.690301	129.988863	124.282991	95.742837	70.422494
6108	183.23135	176.280839	170.05832	163.524113	155.971108	149.495868	142.919288	135.719008	130.01505	124.28444	95.752581	70.443299
6109	183.23135	176.280839	170.05832	163.524113	155.971108	149.495868	142.919288	135.719008	130.01505	124.28444	95.752581	70.443299
6110	183.244548	176.280445	170.061548	163.548814	155.976874	149.501101	142.944391	136.644498	130.011815	124.29902	95.520579	70.451946
6111	183.244548	176.280445	170.061548	163.548814	155.976874	149.501101	142.944391	136.644498	130.011815	124.29902	95.520579	70.451946
6112	183.22594	176.26814	170.063743	163.545834	155.979293	149.495356	142.933193	136.655566	130.009166	124.307336	95.538658	70.442356
6113	183.22594	176.26814	170.063743	163.545834	155.979293	149.495356	142.933193	136.655566	130.009166	124.307336	95.538658	70.442356
6114	183.215945	176.260241	170.062199	163.539813	155.972423	149.505325	142.93835	136.214574	130.02551	124.306735	95.530425	70.44999
6115	183.215945	176.260241	170.062199	163.539813	155.972423	149.505325	142.93835	136.214574	130.02551	124.306735	95.530425	70.44999
6116	183.224405	176.256135	170.059751	163.547799	155.987371	149.513026	142.946992	136.687379	130.02791	124.312095	95.565597	70.453863
6117	183.224405	176.256135	170.059751	163.547799	155.987371	149.513026	142.946992	136.687379	130.02791	124.312095	95.565597	70.453863
6118	183.24508	176.269524	170.076896	163.569289	156.000278	149.522673	142.94807	136.707081	130.040432	124.325717	95.575189	70.475286
6119	183.24508	176.269524	170.076896	163.569289	156.000278	149.522673	142.94807	136.707081	130.040432	124.325717	95.575189	70.475286
6120	183.244857	176.257772	170.072065	163.550594	155.994769	149.509964	142.942591	136.696748	130.048043	124.320293	95.567375	70.462986
6121	183.244857	176.257772	170.072065	163.550594	155.994769	149.509964	142.942591	136.696748	130.048043	124.320293	95.567375	70.462986
6122	183.246341	176.257701	170.066272	163.555404	155.999894	149.513056	142.966364	136.699361	130.045091	124.326708	95.577289	70.459264
6123	183.246341	176.257701	170.066272	163.555404	155.999894	149.513056	142.966364	136.699361	130.045091	124.326708	95.577289	70.459264
6124	183.272134	176.276661	170.072271	163.579197	156.013057	149.535875	142.970694	136.713768	130.054888	124.342865	95.597919	70.484259
6125	183.272134	176.276661	170.072271	163.579197	156.013057	149.535875	142.970694	136.713768	130.054888	124.342865	95.597919	70.484259
6126	183.307074	176.281303	170.07979	163.565936	156.017998	149.544416	142.968921	136.734438	130.068242	124.360057	95.610127	70.490734
6127	183.307074	176.281303	170.07979	163.565936	156.017998	149.544416	142.968921	136.734438	130.068242	124.360057	95.610127	70.490734
6128	183.319775	176.262042	170.06607	163.568796	156.002011	149.525338	142.970314	136.715246	130.056343	124.348196	95.595301	70.474955
6129	183.319775	176.262042	170.06607	163.568796	156.002011	149.525338	142.970314	136.715246	130.056343	124.348196	95.595301	70.474955
6130	183.333277	176.274302	170.087084	163.571267	156.02851	149.54683	142.978685	136.743504	130.072214	124.358309	95.620994	70.495533
6131	183.333277	176.274302	170.087084	163.571267	156.02851	149.54683	142.978685	136.743504	130.072214	124.358309	95.620994	70.495533
6132	183.345186	176.282017	170.078089	163.566881	156.016999	149.541534	142.987527	136.714795	130.074355	124.365465	95.610283	70.505179
6133	183.345186	176.282017	170.078089	163.566881	156.016999	149.541534	142.987527	136.714795	130.074355	124.365465	95.610283	70.505179
6134	183.374925	176.280167	170.07127	163.582695	156.02087	149.545376	142.982154	136.703673	130.085279	124.366993	95.573351	70.489649
6135	183.374925	176.280167	170.07127	163.582695	156.02087	149.545376	142.982154	136.703673	130.085279	124.366993	95.573351	70.489649
6136	183.398421	176.285761	170.078763	163.584093	156.030653	149.551348	142.997418	136.284665	130.093798	124.378681	96.23095	70.499682
6137	183.398421	176.285761	170.078763	163.584093	156.030653	149.551348	142.997418	136.284665	130.093798	124.378681	96.23095	70.499682
6138	183.405689	176.292911	170.078322	163.580072	156.036009	149.555091	143.00044	136.295968	130.089242	124.378477	95.503067	70.485399
6139	183.405689	176.292911	170.078322	163.580072	156.036009	149.555091	143.00044	136.295968	130.089242	124.378477	95.503067	70.485399
6140	183.434302	176.312614	170.087716	163.596707	156.034936	149.563597	142.997988	136.603874	130.098029	124.379018	94.772764	70.49766
6141	183.434302	176.312614	170.087716	163.596707	156.034936	149.563597	142.997988	136.603874	130.098029	124.379018	94.772764	70.49766
6142	183.472565	176.308098	170.090503	163.591041	156.043044	149.565721	143.013431	136.300097	130.099169	124.389056	95.392336	70.517174
6143	183.472565	176.308098	170.090503	163.591041	156.043044	149.565721	143.013431	136.300097	130.099169	124.389056	95.392336	70.517174
6144	183.493919	176.319213	170.090256	163.593996	156.04303	149.568874	143.008805	136.308975	130.113125	124.399543	94.693651	70.516644
6145	183.493919	176.319213	170.090256	163.593996	156.04303	149.568874	143.008805	136.308975	130.113125	124.399543	94.693651	70.516644
6146	183.538692	176.32504	170.093358	163.595626	156.048207	149.581622	143.021333	136.479064	130.111827	124.403956	95.106073	70.522043
6147	183.538692	176.32504	170.093358	163.595626	156.048207	149.581622	143.021333	136.479064	130.111827	124.403956	95.106073	70.522043
6148	183.558564	176.341873	170.098387	163.5929	156.046262	149.590703	143.017554	135.757394	130.117921	124.409574	95.111603	70.527251
6149	183.558564	176.341873	170.098387	163.5929	156.046262	149.590703	143.017554	135.757394	130.117921	124.409574	95.111603	70.527251
6150	183.544689	176.348082	170.087819	163.587708	156.038747	149.576703	143.011232	135.762095	130.106146	124.409022	95.103869	70.520417
6151	183.544689	176.348082	170.087819	163.587708	156.038747	149.576703	143.011232	135.762095	130.106146	124.409022	95.103869	70.520417
6152	183.542481	176.366952	170.111915	163.601421	156.054406	149.582838	143.040642	135.772784	130.133754	124.419648	95.141522	70.527025
6153	183.542481	176.366952	170.111915	163.601421	156.054406	149.582838	143.040642	135.772784	130.133754	124.419648	95.141522	70.527025
6154	183.516117	176.369305	170.102303	163.600979	156.047612	149.580726	143.034807	135.773902	130.128875	124.413415	95.148645	70.529457
6155	183.516117	176.369305	170.102303	163.600979	156.047612	149.580726	143.034807	135.773902	130.128875	124.413415	95.148645	70.529457
6156	183.513155	176.37866	170.110524	163.596602	156.058817	149.602531	143.040417	135.785226	130.130553	124.421936	95.152315	70.536013
6157	183.513155	176.37866	170.110524	163.596602	156.058817	149.602531	143.040417	135.785226	130.130553	124.421936	95.152315	70.536013
6158	183.500197	176.39203	170.123242	163.612264	156.059663	149.608636	143.048637	135.793588	130.140092	124.432129	95.151337	70.550874
6159	183.500197	176.39203	170.123242	163.612264	156.059663	149.608636	143.048637	135.793588	130.140092	124.432129	95.151337	70.550874
6160	183.459349	176.387761	170.123086	163.613582	156.064144	149.597239	143.060934	135.789158	130.13971	124.43951	95.147367	70.538725
6161	183.459349	176.387761	170.123086	163.613582	156.064144	149.597239	143.060934	135.789158	130.13971	124.43951	95.147367	70.538725
6162	183.425561	176.378309	170.117952	163.609729	156.061812	149.603949	143.057	135.788243	130.147025	124.439267	95.155443	70.532909
6163	183.425561	176.378309	170.117952	163.609729	156.061812	149.603949	143.057	135.788243	130.147025	124.439267	95.155443	70.532909
6164	183.393678	176.395024	170.132744	163.62408	156.072143	149.610237	143.065201	135.805746	130.158606	124.444419	95.170403	70.549961
6165	183.393678	176.395024	170.132744	163.62408	156.072143	149.610237	143.065201	135.805746	130.158606	124.444419	95.170403	70.549961
6166	183.35516	176.389912	170.137606	163.624326	156.073509	149.626591	143.061948	135.820155	130.16362	124.455808	95.185211	70.56176
6167	183.35516	176.389912	170.137606	163.624326	156.073509	149.626591	143.061948	135.820155	130.16362	124.455808	95.185211	70.56176
6168	183.280194	176.37258	170.139099	163.622604	156.071751	149.623888	143.058124	135.809889	130.164173	124.458186	95.198789	70.565859
6169	183.280194	176.37258	170.139099	163.622604	156.071751	149.623888	143.058124	135.809889	130.164173	124.458186	95.198789	70.565859
6170	183.233852	176.374848	170.151514	163.630908	156.083656	149.624615	143.080571	135.830139	130.16746	124.466027	95.228533	70.556267
6171	183.233852	176.374848	170.151514	163.630908	156.083656	149.624615	143.080571	135.830139	130.16746	124.466027	95.228533	70.556267
6172	183.233663	176.363919	170.147887	163.6293	156.083056	149.623734	143.084356	135.848102	130.183816	124.479363	95.250876	70.565262
6173	183.233663	176.363919	170.147887	163.6293	156.083056	149.623734	143.084356	135.848102	130.183816	124.479363	95.250876	70.565262
6174	183.217656	176.356722	170.154798	163.639548	156.092259	149.630976	143.083594	135.841512	130.18054	124.479294	95.271709	70.565108
6175	183.217656	176.356722	170.154798	163.639548	156.092259	149.630976	143.083594	135.841512	130.18054	124.479294	95.271709	70.565108
6176	183.200782	176.349758	170.158127	163.646542	156.090011	149.627643	143.084126	135.865541	130.18038	124.483015	95.305714	70.571283
6177	183.200782	176.349758	170.158127	163.646542	156.090011	149.627643	143.084126	135.865541	130.18038	124.483015	95.305714	70.571283
6178	183.185856	176.353726	170.143334	163.679315	156.107268	149.642664	143.090913	135.877936	130.19239	124.489278	95.170292	70.579778
6179	183.185856	176.353726	170.143334	163.679315	156.107268	149.642664	143.090913	135.877936	130.19239	124.489278	95.170292	70.579778
6180	183.197175	176.351782	170.159595	163.692015	156.115121	149.65089	143.110945	136.794296	130.202667	124.505002	95.18622	70.586172
6181	183.197175	176.351782	170.159595	163.692015	156.115121	149.65089	143.110945	136.794296	130.202667	124.505002	95.18622	70.586172
6182	183.187257	176.328572	170.161092	163.685591	156.104325	149.652843	143.105511	136.814166	130.207806	124.502818	95.17553	70.587166
6183	183.187257	176.328572	170.161092	163.685591	156.104325	149.652843	143.105511	136.814166	130.207806	124.502818	95.17553	70.587166
6184	183.196295	176.320845	170.153742	163.679741	156.109522	149.652561	143.108835	136.839401	130.207214	124.517295	95.186186	70.601442
6185	183.196295	176.320845	170.153742	163.679741	156.109522	149.652561	143.108835	136.839401	130.207214	124.517295	95.186186	70.601442
6186	183.203667	176.331731	170.16639	163.679448	156.124904	149.669127	143.123212	135.943284	130.227449	124.518517	95.40045	70.610536
6187	183.203667	176.331731	170.16639	163.679448	156.124904	149.669127	143.123212	135.943284	130.227449	124.518517	95.40045	70.610536
6188	183.17757	176.30533	170.135484	163.68541	156.099679	149.658955	143.106423	136.837021	130.220164	124.512625	95.191477	70.591068
6189	183.17757	176.30533	170.135484	163.68541	156.099679	149.658955	143.106423	136.837021	130.220164	124.512625	95.191477	70.591068
6190	183.198285	176.300443	170.147055	163.689131	156.130681	149.664711	143.118581	136.84711	130.230179	124.510051	95.213664	70.594624
6191	183.198285	176.300443	170.147055	163.689131	156.130681	149.664711	143.118581	136.84711	130.230179	124.510051	95.213664	70.594624
6192	183.210674	176.290465	170.145406	163.654546	156.115591	149.66313	143.109337	135.932502	130.227181	124.527837	95.380857	70.596675
6193	183.210674	176.290465	170.145406	163.654546	156.115591	149.66313	143.109337	135.932502	130.227181	124.527837	95.380857	70.596675
6194	183.225647	176.299736	170.139665	163.670301	156.136301	149.681921	143.13155	135.933249	130.235273	124.530653	95.385427	70.612398
6195	183.225647	176.299736	170.139665	163.670301	156.136301	149.681921	143.13155	135.933249	130.235273	124.530653	95.385427	70.612398
6196	183.274139	176.293357	170.149925	163.669282	156.132149	149.683327	143.134568	135.935565	130.238729	124.538891	95.390841	70.626964
6197	183.274139	176.293357	170.149925	163.669282	156.132149	149.683327	143.134568	135.935565	130.238729	124.538891	95.390841	70.626964
6198	183.312739	176.304179	170.156851	163.682403	156.14299	149.685093	143.143968	135.940306	130.250585	124.546143	95.390787	70.621958
6199	183.312739	176.304179	170.156851	163.682403	156.14299	149.685093	143.143968	135.940306	130.250585	124.546143	95.390787	70.621958
6200	183.319634	176.301611	170.153396	163.682629	156.135143	149.695636	143.145848	135.935616	130.264363	124.552798	95.390597	70.620748
6201	183.319634	176.301611	170.153396	163.682629	156.135143	149.695636	143.145848	135.935616	130.264363	124.552798	95.390597	70.620748
6202	183.309062	176.315432	170.144422	163.686889	156.140808	149.69162	143.142259	135.936451	130.263317	124.560203	95.389571	70.625814
6203	183.309062	176.315432	170.144422	163.686889	156.140808	149.69162	143.142259	135.936451	130.263317	124.560203	95.389571	70.625814
6204	183.296368	176.311416	170.141509	163.682884	156.142774	149.688042	143.151824	135.940938	130.259763	124.559172	95.391253	70.630632
6205	183.296368	176.311416	170.141509	163.682884	156.142774	149.688042	143.151824	135.940938	130.259763	124.559172	95.391253	70.630632
6206	183.318417	176.321778	170.147519	163.690199	156.160586	149.705529	143.164236	135.962676	130.280795	124.573515	95.424029	70.640169
6207	183.318417	176.321778	170.147519	163.690199	156.160586	149.705529	143.164236	135.962676	130.280795	124.573515	95.424029	70.640169
6208	183.33101	176.324894	170.153605	163.69447	156.149494	149.701606	143.164733	135.980146	130.28335	124.573094	95.45126	70.643758
6209	183.33101	176.324894	170.153605	163.69447	156.149494	149.701606	143.164733	135.980146	130.28335	124.573094	95.45126	70.643758
6210	183.359152	176.328962	170.15178	163.694578	156.166454	149.711495	143.177913	136.009961	130.298274	124.587056	95.488156	70.65982
6211	183.359152	176.328962	170.15178	163.694578	156.166454	149.711495	143.177913	136.009961	130.298274	124.587056	95.488156	70.65982
6212	183.368944	176.317156	170.133675	163.684892	156.151663	149.709418	143.177267	136.031563	130.278622	124.582992	95.530233	70.644828
6213	183.368944	176.317156	170.133675	163.684892	156.151663	149.709418	143.177267	136.031563	130.278622	124.582992	95.530233	70.644828
6214	183.383437	176.324242	170.143802	163.698002	156.164766	149.715706	143.176465	136.072505	130.292484	124.59795	95.594635	70.655165
6215	183.383437	176.324242	170.143802	163.698002	156.164766	149.715706	143.176465	136.072505	130.292484	124.59795	95.594635	70.655165
6216	183.385424	176.323472	170.149782	163.689567	156.156581	149.717215	143.172013	136.120879	130.296766	124.581672	95.637499	70.659536
6217	183.385424	176.323472	170.149782	163.689567	156.156581	149.717215	143.172013	136.120879	130.296766	124.581672	95.637499	70.659536
6218	183.394279	176.334335	170.161408	163.701797	156.17396	149.731322	143.190682	136.179472	130.302712	124.609287	95.702902	70.663788
6219	183.394279	176.334335	170.161408	163.701797	156.17396	149.731322	143.190682	136.179472	130.302712	124.609287	95.702902	70.663788
6220	183.413373	176.331673	170.158824	163.690079	156.170225	149.721131	143.186507	136.216453	130.289861	124.58803	96.427473	70.65773
6221	183.413373	176.331673	170.158824	163.690079	156.170225	149.721131	143.186507	136.216453	130.289861	124.58803	96.427473	70.65773
6222	183.435997	176.342753	170.151524	163.694627	156.182891	149.73225	143.194493	136.303104	130.312223	124.610092	96.478658	70.666253
6223	183.435997	176.342753	170.151524	163.694627	156.182891	149.73225	143.194493	136.303104	130.312223	124.610092	96.478658	70.666253
6224	183.48731	176.346296	170.164268	163.712568	156.181213	149.745476	143.194438	137.065777	130.316979	124.617115	96.08918	70.673904
6225	183.48731	176.346296	170.164268	163.712568	156.181213	149.745476	143.194438	137.065777	130.316979	124.617115	96.08918	70.673904
6226	183.518879	176.350284	170.155817	163.705393	156.177663	149.740727	143.203129	137.068642	130.314846	124.618185	96.074496	70.684975
6227	183.518879	176.350284	170.155817	163.705393	156.177663	149.740727	143.203129	137.068642	130.314846	124.618185	96.074496	70.684975
6228	183.578815	176.364512	170.17718	163.708433	156.1855	149.748402	143.204697	136.451524	130.322817	124.633208	96.53493	70.682108
6229	183.578815	176.364512	170.17718	163.708433	156.1855	149.748402	143.204697	136.451524	130.322817	124.633208	96.53493	70.682108
6230	183.585196	176.375364	170.164222	163.715774	156.181631	149.756122	143.209381	136.456208	130.327928	124.638531	96.06463	70.689131
6231	183.585196	176.375364	170.164222	163.715774	156.181631	149.756122	143.209381	136.456208	130.327928	124.638531	96.06463	70.689131
6232	183.568292	176.396183	170.171424	163.708426	156.199936	149.758773	143.214674	137.076466	130.338682	124.642858	96.056301	70.689682
6233	183.568292	176.396183	170.171424	163.708426	156.199936	149.758773	143.214674	137.076466	130.338682	124.642858	96.056301	70.689682
6234	183.546722	176.393179	170.171591	163.717048	156.198711	149.753557	143.229828	137.081626	130.344802	124.643935	96.039376	70.700301
6235	183.546722	176.393179	170.171591	163.717048	156.198711	149.753557	143.229828	137.081626	130.344802	124.643935	96.039376	70.700301
6236	183.545898	176.414335	170.187999	163.726767	156.204392	149.769159	143.241014	137.078054	130.356371	124.663913	96.025775	70.70309
6237	183.545898	176.414335	170.187999	163.726767	156.204392	149.769159	143.241014	137.078054	130.356371	124.663913	96.025775	70.70309
6238	183.516534	176.418372	170.187294	163.733816	156.202531	149.778872	143.236165	137.076904	130.355219	124.65934	96.010257	70.71607
6239	183.516534	176.418372	170.187294	163.733816	156.202531	149.778872	143.236165	137.076904	130.355219	124.65934	96.010257	70.71607
6240	183.50499	176.416032	170.189521	163.724742	156.208691	149.780367	143.23007	137.044826	130.35993	124.661754	95.973515	70.703865
6241	183.50499	176.416032	170.189521	163.724742	156.208691	149.780367	143.23007	137.044826	130.35993	124.661754	95.973515	70.703865
6242	183.51381	176.420496	170.203537	163.735935	156.225436	149.7764	143.244881	137.039503	130.374184	124.675504	95.943217	70.712559
6243	183.51381	176.420496	170.203537	163.735935	156.225436	149.7764	143.244881	137.039503	130.374184	124.675504	95.943217	70.712559
6244	183.518182	176.441245	170.196851	163.734327	156.212516	149.785827	143.2514	137.010713	130.374475	124.68721	95.901014	70.716982
6245	183.518182	176.441245	170.196851	163.734327	156.212516	149.785827	143.2514	137.010713	130.374475	124.68721	95.901014	70.716982
6246	183.5285	176.429454	170.206925	163.734182	156.225335	149.783578	143.255157	136.974684	130.37019	124.671751	95.862638	70.721743
6247	183.5285	176.429454	170.206925	163.734182	156.225335	149.783578	143.255157	136.974684	130.37019	124.671751	95.862638	70.721743
6248	183.50992	176.446333	170.206132	163.729642	156.214343	149.789191	143.252064	136.936127	130.379029	124.678507	95.804099	70.723147
6249	183.50992	176.446333	170.206132	163.729642	156.214343	149.789191	143.252064	136.936127	130.379029	124.678507	95.804099	70.723147
6250	183.482673	176.437723	170.221786	163.74034	156.225766	149.798461	143.255125	136.89178	130.380236	124.689071	95.746613	70.73346
6251	183.482673	176.437723	170.221786	163.74034	156.225766	149.798461	143.255125	136.89178	130.380236	124.689071	95.746613	70.73346
6252	183.460379	176.448472	170.218651	163.748043	156.233307	149.794145	143.259397	136.021304	130.394559	124.68668	95.393836	70.732417
6253	183.460379	176.448472	170.218651	163.748043	156.233307	149.794145	143.259397	136.021304	130.394559	124.68668	95.393836	70.732417
6254	183.463775	176.45355	170.222368	163.744976	156.235851	149.785257	143.257776	136.015461	130.395697	124.683705	95.387312	70.726054
6255	183.463775	176.45355	170.222368	163.744976	156.235851	149.785257	143.257776	136.015461	130.395697	124.683705	95.387312	70.726054
6256	183.437286	176.457008	170.226456	163.741222	156.233664	149.79898	143.261597	136.03392	130.396286	124.700959	95.403622	70.735753
6257	183.437286	176.457008	170.226456	163.741222	156.233664	149.79898	143.261597	136.03392	130.396286	124.700959	95.403622	70.735753
6258	183.44089	176.448716	170.236283	163.759208	156.227457	149.807876	143.271335	136.022079	130.409624	124.710372	95.402325	70.744138
6259	183.44089	176.448716	170.236283	163.759208	156.227457	149.807876	143.271335	136.022079	130.409624	124.710372	95.402325	70.744138
6260	183.452398	176.46503	170.236272	163.770139	156.257122	149.819066	143.290464	136.044454	130.420608	124.723375	95.420295	70.754742
6261	183.452398	176.46503	170.236272	163.770139	156.257122	149.819066	143.290464	136.044454	130.420608	124.723375	95.420295	70.754742
6262	183.424585	176.432761	170.220555	163.743988	156.226394	149.800021	143.266357	136.027831	130.398953	124.700421	95.408262	70.747503
6263	183.424585	176.432761	170.220555	163.743988	156.226394	149.800021	143.266357	136.027831	130.398953	124.700421	95.408262	70.747503
6264	183.452203	176.456053	170.248866	163.777217	156.259468	149.829511	143.29372	136.058737	130.42407	124.735731	95.438302	70.768879
6265	183.452203	176.456053	170.248866	163.777217	156.259468	149.829511	143.29372	136.058737	130.42407	124.735731	95.438302	70.768879
6266	183.422611	176.452404	170.245701	163.751966	156.235912	149.817257	143.288277	136.724733	130.411792	124.724178	95.00464	70.751202
6267	183.422611	176.452404	170.245701	163.751966	156.235912	149.817257	143.288277	136.724733	130.411792	124.724178	95.00464	70.751202
6268	183.417825	176.454321	170.244392	163.780602	156.270313	149.832167	143.292746	136.753112	130.425623	124.729972	95.01349	70.772344
6269	183.417825	176.454321	170.244392	163.780602	156.270313	149.832167	143.292746	136.753112	130.425623	124.729972	95.01349	70.772344
6270	183.407779	176.447055	170.247025	163.778929	156.251142	149.830985	143.307115	136.759982	130.433253	124.743515	95.018279	70.767172
6271	183.407779	176.447055	170.247025	163.778929	156.251142	149.830985	143.307115	136.759982	130.433253	124.743515	95.018279	70.767172
6272	183.392209	176.447172	170.246237	163.779046	156.254298	149.82941	143.299877	136.795883	130.437517	124.746851	95.032799	70.766095
6273	183.392209	176.447172	170.246237	163.779046	156.254298	149.82941	143.299877	136.795883	130.437517	124.746851	95.032799	70.766095
6274	183.386432	176.458912	170.253925	163.785181	156.258943	149.836165	143.303345	136.828342	130.440732	124.750513	95.052358	70.776437
6275	183.386432	176.458912	170.253925	163.785181	156.258943	149.836165	143.303345	136.828342	130.440732	124.750513	95.052358	70.776437
6276	183.38647	176.437902	170.231098	163.774446	156.24988	149.829959	143.298712	136.86309	130.432923	124.743414	95.080878	70.776698
6277	183.38647	176.437902	170.231098	163.774446	156.24988	149.829959	143.298712	136.86309	130.432923	124.743414	95.080878	70.776698
6278	183.39787	176.459385	170.249575	163.792858	156.279417	149.84081	143.317714	136.922607	130.455234	124.759716	95.125914	70.790108
6279	183.39787	176.459385	170.249575	163.792858	156.279417	149.84081	143.317714	136.922607	130.455234	124.759716	95.125914	70.790108
6280	183.41073	176.457442	170.263081	163.785341	156.27989	149.860049	143.325794	136.100105	130.457075	124.769999	96.193413	70.797535
6281	183.41073	176.457442	170.263081	163.785341	156.27989	149.860049	143.325794	136.100105	130.457075	124.769999	96.193413	70.797535
6282	183.409118	176.462798	170.258925	164.282431	156.282937	149.855211	143.332515	136.137807	130.468791	124.781448	96.224922	70.794868
6283	183.409118	176.462798	170.258925	164.282431	156.282937	149.855211	143.332515	136.137807	130.468791	124.781448	96.224922	70.794868
6284	183.38264	176.443364	170.261608	163.780825	156.271003	149.846742	143.315571	136.182702	130.458832	124.764672	96.229312	70.790253
6285	183.38264	176.443364	170.261608	163.780825	156.271003	149.846742	143.315571	136.182702	130.458832	124.764672	96.229312	70.790253
6286	183.399483	176.459693	170.27098	163.796418	156.285904	149.866464	143.34446	136.166451	130.470577	124.778662	96.258152	70.818738
