	2 mm	4 mm	6 mm	8 mm	10 mm	12 mm	14 mm	16 mm	18 mm	20 mm	30 mm	40 mm
4083	180.075832	172.122897	165.143079	157.156522	149.275884	141.931083	134.691405	127.456545	120.751873	114.671019	85.750303	62.983032
4084	180.099482	172.137803	165.15321	157.177403	149.293129	141.954705	134.710825	127.533726	120.765445	114.685225	85.793674	63.007133
4085	180.099482	172.137803	165.15321	157.177403	149.293129	141.954705	134.710825	127.533726	120.765445	114.685225	85.793674	63.007133
4086	180.093514	172.133044	165.158798	157.111204	149.298919	141.960786	134.707619	127.587558	120.777755	114.678424	85.814743	63.013273
4087	180.093514	172.133044	165.158798	157.111204	149.298919	141.960786	134.707619	127.587558	120.777755	114.678424	85.814743	63.013273
4088	180.094028	172.153275	165.176313	157.11095	149.310792	141.970744	134.721475	127.651413	120.805398	114.707104	85.874193	63.024082
4089	180.094028	172.153275	165.176313	157.11095	149.310792	141.970744	134.721475	127.651413	120.805398	114.707104	85.874193	63.024082
4090	180.054397	172.170201	165.178521	157.382234	149.321081	141.992387	134.748683	127.728697	120.810523	114.729235	85.903879	63.043791
4091	180.054397	172.170201	165.178521	157.382234	149.321081	141.992387	134.748683	127.728697	120.810523	114.729235	85.903879	63.043791
4092	180.03297	172.183822	165.197683	157.10613	149.339448	141.99931	134.758426	127.22789	120.830668	114.735235	85.936463	63.056131
4093	180.03297	172.183822	165.197683	157.10613	149.339448	141.99931	134.758426	127.22789	120.830668	114.735235	85.936463	63.056131
4094	180.061288	172.188845	165.207045	157.112294	149.362635	142.011879	134.772495	127.863319	120.855105	114.770255	85.97282	63.069031
4095	180.061288	172.188845	165.207045	157.112294	149.362635	142.011879	134.772495	127.863319	120.855105	114.770255	85.97282	63.069031
4096	180.064686	172.182252	165.206074	157.110596	149.337621	142.017545	134.776817	127.908056	120.855521	114.762951	85.987345	63.072076
4097	180.064686	172.182252	165.206074	157.110596	149.337621	142.017545	134.776817	127.908056	120.855521	114.762951	85.987345	63.072076
4098	180.118341	172.218398	165.223801	157.118312	149.363809	142.041807	134.799148	127.989324	120.877449	114.792973	86.038262	63.083347
4099	180.118341	172.218398	165.223801	157.118312	149.363809	142.041807	134.799148	127.989324	120.877449	114.792973	86.038262	63.083347
4100	180.152775	172.197866	165.23139	157.148879	149.372283	142.059964	134.81537	128.040743	120.888759	114.814232	86.054764	63.108183
4101	180.152775	172.197866	165.23139	157.148879	149.372283	142.059964	134.81537	128.040743	120.888759	114.814232	86.054764	63.108183
4102	180.200383	172.202554	165.220378	157.135692	149.375666	142.054046	134.81804	128.07879	120.891864	114.815282	86.067228	63.105117
4103	180.200383	172.202554	165.220378	157.135692	149.375666	142.054046	134.81804	128.07879	120.891864	114.815282	86.067228	63.105117
4104	180.229508	172.232562	165.249339	157.171385	149.391756	142.070178	134.848484	128.140098	120.928219	114.837888	86.097382	63.130225
4105	180.229508	172.232562	165.249339	157.171385	149.391756	142.070178	134.848484	128.140098	120.928219	114.837888	86.097382	63.130225
4106	180.286056	172.247267	165.25008	157.19995	149.411917	142.090387	134.857712	128.16359	120.939197	114.855865	86.119383	63.138226
4107	180.286056	172.247267	165.25008	157.19995	149.411917	142.090387	134.857712	128.16359	120.939197	114.855865	86.119383	63.138226
4108	180.275038	172.246646	165.244671	157.235975	149.412549	142.085712	134.851221	128.696188	120.942781	114.860345	85.521794	63.133006
4109	180.275038	172.246646	165.244671	157.235975	149.412549	142.085712	134.851221	128.696188	120.942781	114.860345	85.521794	63.133006
4110	180.276202	172.273446	165.252523	157.288419	149.41666	142.102996	134.855074	128.645385	120.952527	114.877774	85.491948	63.13973
4111	180.276202	172.273446	165.252523	157.288419	149.41666	142.102996	134.855074	128.645385	120.952527	114.877774	85.491948	63.13973
4112	180.298574	172.273565	165.276911	157.337475	149.423577	142.094241	134.872046	128.603512	120.962075	114.889559	85.493272	63.171568
4113	180.298574	172.273565	165.276911	157.337475	149.423577	142.094241	134.872046	128.603512	120.962075	114.889559	85.493272	63.171568
4114	180.309722	172.305249	165.288316	158.570933	149.440702	142.12025	134.898925	127.617496	120.9933	114.910231	85.474915	63.174672
4115	180.309722	172.305249	165.288316	158.570933	149.440702	142.12025	134.898925	127.617496	120.9933	114.910231	85.474915	63.174672
4116	180.299702	172.314802	165.289907	158.595304	149.458241	142.131542	134.906927	127.571527	121.003972	114.928811	85.464127	63.191934
4117	180.299702	172.314802	165.289907	158.595304	149.458241	142.131542	134.906927	127.571527	121.003972	114.928811	85.464127	63.191934
4118	180.356185	172.330702	165.315538	158.613008	149.474025	142.145695	134.928571	127.554011	121.020434	114.926145	85.45724	63.195612
4119	180.356185	172.330702	165.315538	158.613008	149.474025	142.145695	134.928571	127.554011	121.020434	114.926145	85.45724	63.195612
4120	180.408282	172.350139	165.329283	158.649087	149.485153	142.167265	134.943985	127.533791	121.038917	114.961589	85.469589	63.219059
4121	180.408282	172.350139	165.329283	158.649087	149.485153	142.167265	134.943985	127.533791	121.038917	114.961589	85.469589	63.219059
4122	180.394381	172.346053	165.332147	157.553035	149.486846	142.17495	134.954392	128.3665	121.047192	114.958938	85.478622	63.219359
4123	180.394381	172.346053	165.332147	157.553035	149.486846	142.17495	134.954392	128.3665	121.047192	114.958938	85.478622	63.219359
4124	180.390186	172.387368	165.340095	157.575643	149.497759	142.183477	134.969592	128.400133	121.072981	114.9835	85.493451	63.244019
4125	180.390186	172.387368	165.340095	157.575643	149.497759	142.183477	134.969592	128.400133	121.072981	114.9835	85.493451	63.244019
4126	180.383225	172.3852	165.348089	158.673127	149.513342	142.191804	134.975192	127.535269	121.07398	114.985177	85.493537	63.249876
4127	180.383225	172.3852	165.348089	158.673127	149.513342	142.191804	134.975192	127.535269	121.07398	114.985177	85.493537	63.249876
4128	180.345076	172.389449	165.354006	158.670865	149.523159	142.205236	134.982185	127.544709	121.08388	115.011843	85.509769	63.249265
4129	180.345076	172.389449	165.354006	158.670865	149.523159	142.205236	134.982185	127.544709	121.08388	115.011843	85.509769	63.249265
4130	180.343521	172.400445	165.376681	158.708741	149.539471	142.23366	135.006191	127.541124	121.113166	115.025587	85.520642	63.273998
4131	180.343521	172.400445	165.376681	158.708741	149.539471	142.23366	135.006191	127.541124	121.113166	115.025587	85.520642	63.273998
4132	180.344016	172.407614	165.387323	158.70266	149.533176	142.232768	135.010963	127.478492	121.116306	115.029396	85.508943	63.275596
4133	180.344016	172.407614	165.387323	158.70266	149.533176	142.232768	135.010963	127.478492	121.116306	115.029396	85.508943	63.275596
4134	180.365189	172.420179	165.394513	158.726786	149.550966	142.247949	135.025414	128.08778	121.123353	115.054581	85.514976	63.293276
4135	180.365189	172.420179	165.394513	158.726786	149.550966	142.247949	135.025414	128.08778	121.123353	115.054581	85.514976	63.293276
4136	180.382359	172.430314	165.411502	158.74176	149.569948	142.26309	135.041278	127.424879	121.155497	115.07753	85.528884	63.304415
4137	180.382359	172.430314	165.411502	158.74176	149.569948	142.26309	135.041278	127.424879	121.155497	115.07753	85.528884	63.304415
4138	180.366422	172.434169	165.409717	158.733768	149.570716	142.264843	135.043648	127.389116	121.158304	115.082372	85.521787	63.318898
4139	180.366422	172.434169	165.409717	158.733768	149.570716	142.264843	135.043648	127.389116	121.158304	115.082372	85.521787	63.318898
4140	180.348373	172.439495	165.417301	158.739077	149.587741	142.274187	135.054584	127.35814	121.171205	115.094546	85.5338	63.320364
4141	180.348373	172.439495	165.417301	158.739077	149.587741	142.274187	135.054584	127.35814	121.171205	115.094546	85.5338	63.320364
4142	180.298386	172.444049	165.426362	158.74524	149.584498	142.281211	135.072721	127.351845	121.172567	115.108163	85.541636	63.326971
4143	180.298386	172.444049	165.426362	158.74524	149.584498	142.281211	135.072721	127.351845	121.172567	115.108163	85.541636	63.326971
4144	180.272567	172.445894	165.441552	158.742903	149.593827	142.298081	135.081297	127.352347	121.195886	115.120501	85.54104	63.335757
4145	180.272567	172.445894	165.441552	158.742903	149.593827	142.298081	135.081297	127.352347	121.195886	115.120501	85.54104	63.335757
4146	180.266792	172.449404	165.437386	158.73828	149.60749	142.309886	135.09119	127.374576	121.204334	115.127104	85.567717	63.352842
4147	180.266792	172.449404	165.437386	158.73828	149.60749	142.309886	135.09119	127.374576	121.204334	115.127104	85.567717	63.352842
4148	180.273507	172.463187	165.455064	158.749929	149.622069	142.334969	135.118988	127.382081	121.226446	115.153451	85.580721	63.373426
4149	180.273507	172.463187	165.455064	158.749929	149.622069	142.334969	135.118988	127.382081	121.226446	115.153451	85.580721	63.373426
4150	180.271799	172.457472	165.467454	158.759547	149.629538	142.324981	135.114462	127.395268	121.244286	115.153745	85.591092	63.385457
4151	180.271799	172.457472	165.467454	158.759547	149.629538	142.324981	135.114462	127.395268	121.244286	115.153745	85.591092	63.385457
4152	180.293488	172.455359	165.466836	158.057224	149.636786	142.336756	135.129239	127.587611	121.237756	115.171987	85.59901	63.383234
4153	180.293488	172.455359	165.466836	158.057224	149.636786	142.336756	135.129239	127.587611	121.237756	115.171987	85.59901	63.383234
4154	180.295508	172.450316	165.470044	158.75868	149.639052	142.351432	135.141135	127.571298	121.259357	115.179888	85.619576	63.394817
4155	180.295508	172.450316	165.470044	158.75868	149.639052	142.351432	135.141135	127.571298	121.259357	115.179888	85.619576	63.394817
4156	180.292872	172.458421	165.483577	158.744947	149.668009	142.368417	135.159097	127.434473	121.286293	115.196738	85.640011	63.413802
4157	180.292872	172.458421	165.483577	158.744947	149.668009	142.368417	135.159097	127.434473	121.286293	115.196738	85.640011	63.413802
4158	180.262424	172.461779	165.48116	157.55677	149.660285	142.364574	135.168192	128.376265	121.283696	115.198919	85.64149	63.410064
4159	180.262424	172.461779	165.48116	157.55677	149.660285	142.364574	135.168192	128.376265	121.283696	115.198919	85.64149	63.410064
4160	180.28472	172.457288	165.494536	157.550904	149.683305	142.394929	135.184622	127.932606	121.318454	115.234463	86.313996	63.435773
4161	180.28472	172.457288	165.494536	157.550904	149.683305	142.394929	135.184622	127.932606	121.318454	115.234463	86.313996	63.435773
4162	180.266615	172.466031	165.499913	157.53526	149.681947	142.39154	135.180517	127.983913	121.322585	115.254927	86.337553	63.447497
4163	180.266615	172.466031	165.499913	157.53526	149.681947	142.39154	135.180517	127.983913	121.322585	115.254927	86.337553	63.447497
4164	180.273509	172.480574	165.512844	157.523539	149.708224	142.405967	135.195129	128.029112	121.341868	115.260518	86.386989	63.463096
4165	180.273509	172.480574	165.512844	157.523539	149.708224	142.405967	135.195129	128.029112	121.341868	115.260518	86.386989	63.463096
4166	180.258452	172.470318	165.516356	157.503347	149.712181	142.415967	135.208475	128.068316	121.348501	115.254866	86.404491	63.46475
4167	180.258452	172.470318	165.516356	157.503347	149.712181	142.415967	135.208475	128.068316	121.348501	115.254866	86.404491	63.46475
4168	180.264804	172.478494	165.519706	158.667499	149.722913	142.434698	135.22786	128.121678	121.368419	115.286975	86.443796	63.488346
4169	180.264804	172.478494	165.519706	158.667499	149.722913	142.434698	135.22786	128.121678	121.368419	115.286975	86.443796	63.488346
4170	180.268329	172.483547	165.527968	157.507714	149.731364	142.446945	135.241305	127.24026	121.386544	115.304355	86.460051	63.491738
4171	180.268329	172.483547	165.527968	157.507714	149.731364	142.446945	135.241305	127.24026	121.386544	115.304355	86.460051	63.491738
4172	180.286603	172.484759	165.549962	157.520983	149.758562	142.468021	135.266708	128.170533	121.398531	115.32561	86.482594	63.516268
4173	180.286603	172.484759	165.549962	157.520983	149.758562	142.468021	135.266708	128.170533	121.398531	115.32561	86.482594	63.516268
4174	180.289625	172.494296	165.552447	157.521439	149.745308	142.464787	135.261813	128.200954	121.412133	115.328491	86.493281	63.51514
4175	180.289625	172.494296	165.552447	157.521439	149.745308	142.464787	135.261813	128.200954	121.412133	115.328491	86.493281	63.51514
4176	180.285982	172.485128	165.544646	157.530164	149.756049	142.474091	135.269724	128.191885	121.414285	115.34199	86.495845	63.508945
4177	180.285982	172.485128	165.544646	157.530164	149.756049	142.474091	135.269724	128.191885	121.414285	115.34199	86.495845	63.508945
4178	180.321246	172.520471	165.565271	157.555404	149.778648	142.507365	135.294234	128.199971	121.440883	115.36259	86.518862	63.556769
4179	180.321246	172.520471	165.565271	157.555404	149.778648	142.507365	135.294234	128.199971	121.440883	115.36259	86.518862	63.556769
4180	180.332672	172.501545	165.553494	157.618194	149.781966	142.500688	135.305108	128.173213	121.445063	115.366982	86.505046	63.55588
4181	180.332672	172.501545	165.553494	157.618194	149.781966	142.500688	135.305108	128.173213	121.445063	115.366982	86.505046	63.55588
4182	180.341733	172.509032	165.563818	157.605937	149.780672	142.503889	135.305661	128.13727	121.448347	115.37752	86.493933	63.555855
4183	180.341733	172.509032	165.563818	157.605937	149.780672	142.503889	135.305661	128.13727	121.448347	115.37752	86.493933	63.555855
4184	180.352414	172.517172	165.584372	157.661367	149.796725	142.519989	135.332168	128.580415	121.479661	115.405544	85.848047	63.572855
4185	180.352414	172.517172	165.584372	157.661367	149.796725	142.519989	135.332168	128.580415	121.479661	115.405544	85.848047	63.572855
4186	180.358603	172.523694	165.590981	157.671112	149.817408	142.526803	135.344439	128.577797	121.480214	115.405414	85.849711	63.580602
4187	180.358603	172.523694	165.590981	157.671112	149.817408	142.526803	135.344439	128.577797	121.480214	115.405414	85.849711	63.580602
4188	180.341911	172.532066	165.592227	157.717959	149.823736	142.550861	135.350494	128.568956	121.500123	115.427978	85.867939	63.583149
4189	180.341911	172.532066	165.592227	157.717959	149.823736	142.550861	135.350494	128.568956	121.500123	115.427978	85.867939	63.583149
4190	180.340991	172.548836	165.609146	157.74673	149.845424	142.564245	135.375248	128.585673	121.520126	115.459038	85.903512	63.616561
4191	180.340991	172.548836	165.609146	157.74673	149.845424	142.564245	135.375248	128.585673	121.520126	115.459038	85.903512	63.616561
4192	180.32507	172.541996	165.609523	157.769606	149.84418	142.571315	135.376999	128.585598	121.531435	115.461677	85.90298	63.609987
4193	180.32507	172.541996	165.609523	157.769606	149.84418	142.571315	135.376999	128.585598	121.531435	115.461677	85.90298	63.609987
4194	180.328735	172.550545	165.607419	157.807584	149.853651	142.569639	135.385027	128.568602	121.546693	115.463483	85.914844	63.630772
4195	180.328735	172.550545	165.607419	157.807584	149.853651	142.569639	135.385027	128.568602	121.546693	115.463483	85.914844	63.630772
4196	180.364008	172.543446	165.618233	158.939452	149.867415	142.5884	135.398237	127.691592	121.560483	115.484719	85.93221	63.636462
4197	180.364008	172.543446	165.618233	158.939452	149.867415	142.5884	135.398237	127.691592	121.560483	115.484719	85.93221	63.636462
4198	180.364559	172.566734	165.636633	158.968467	149.875544	142.591711	135.424456	127.704026	121.571228	115.498605	85.947479	63.654027
4199	180.364559	172.566734	165.636633	158.968467	149.875544	142.591711	135.424456	127.704026	121.571228	115.498605	85.947479	63.654027
4200	180.364457	172.560216	165.630471	158.979142	149.891848	142.607747	135.420434	127.714904	121.594815	115.50553	85.962601	63.65886
4201	180.364457	172.560216	165.630471	158.979142	149.891848	142.607747	135.420434	127.714904	121.594815	115.50553	85.962601	63.65886
4202	180.381884	172.561055	165.640552	158.999702	149.897252	142.625681	135.441879	127.731781	121.596037	115.529231	85.988224	63.677418
4203	180.381884	172.561055	165.640552	158.999702	149.897252	142.625681	135.441879	127.731781	121.596037	115.529231	85.988224	63.677418
4204	180.369123	172.573066	165.642168	159.011443	149.900016	142.635187	135.454501	127.743042	121.608105	115.532399	85.994935	63.683747
4205	180.369123	172.573066	165.642168	159.011443	149.900016	142.635187	135.454501	127.743042	121.608105	115.532399	85.994935	63.683747
4206	180.378487	172.577283	165.661332	159.039317	149.909367	142.654134	135.468152	127.782882	121.6237	115.557932	86.017436	63.700376
4207	180.378487	172.577283	165.661332	159.039317	149.909367	142.654134	135.468152	127.782882	121.6237	115.557932	86.017436	63.700376
4208	180.391574	172.577508	165.662502	159.049055	149.929497	142.659475	135.485847	128.241112	121.640118	115.580424	86.033128	63.719018
4209	180.391574	172.577508	165.662502	159.049055	149.929497	142.659475	135.485847	128.241112	121.640118	115.580424	86.033128	63.719018
4210	180.384826	172.583305	165.673701	159.068293	149.94827	142.66663	135.500127	127.848573	121.657933	115.589773	86.061173	63.721268
4211	180.384826	172.583305	165.673701	159.068293	149.94827	142.66663	135.500127	127.848573	121.657933	115.589773	86.061173	63.721268
4212	180.393674	172.59056	165.671277	159.077382	149.95488	142.683684	135.503705	127.910097	121.674247	115.603077	86.092222	63.734038
4213	180.393674	172.59056	165.671277	159.077382	149.95488	142.683684	135.503705	127.910097	121.674247	115.603077	86.092222	63.734038
4214	180.372169	172.593391	165.693509	158.124712	149.955487	142.693069	135.522684	127.96836	121.680087	115.617754	86.101549	63.740921
4215	180.372169	172.593391	165.693509	158.124712	149.955487	142.693069	135.522684	127.96836	121.680087	115.617754	86.101549	63.740921
4216	180.379726	172.585736	165.678234	158.073469	149.966195	142.699393	135.520685	128.742252	121.701123	115.61873	86.133208	63.741466
4217	180.379726	172.585736	165.678234	158.073469	149.966195	142.699393	135.520685	128.742252	121.701123	115.61873	86.133208	63.741466
4218	180.400324	172.59994	165.692576	158.021739	149.980695	142.721617	135.535315	128.909868	121.718831	115.641825	86.180864	63.773609
4219	180.400324	172.59994	165.692576	158.021739	149.980695	142.721617	135.535315	128.909868	121.718831	115.641825	86.180864	63.773609
4220	180.431393	172.603677	165.694853	157.936381	149.98111	142.727459	135.54882	129.077028	121.726988	115.656541	86.222718	63.775029
4221	180.431393	172.603677	165.694853	157.936381	149.98111	142.727459	135.54882	129.077028	121.726988	115.656541	86.222718	63.775029
4222	180.452168	172.60784	165.691961	159.041464	149.988178	142.732798	135.556759	129.214634	121.735093	115.662119	86.948218	63.771031
4223	180.452168	172.60784	165.691961	159.041464	149.988178	142.732798	135.556759	129.214634	121.735093	115.662119	86.948218	63.771031
4224	180.491268	172.623809	165.717745	157.814474	150.009898	142.740591	135.573047	127.962671	121.75285	115.680948	86.981813	63.802142
4225	180.491268	172.623809	165.717745	157.814474	150.009898	142.740591	135.573047	127.962671	121.75285	115.680948	86.981813	63.802142
4226	180.534612	172.631878	165.729535	157.787486	150.010293	142.758808	135.587222	128.941754	121.766003	115.699506	87.002142	63.807301
4227	180.534612	172.631878	165.729535	157.787486	150.010293	142.758808	135.587222	128.941754	121.766003	115.699506	87.002142	63.807301
4228	180.576787	172.641385	165.737989	157.77701	150.022636	142.761113	135.593278	128.962581	121.777939	115.719803	87.016567	63.816043
4229	180.576787	172.641385	165.737989	157.77701	150.022636	142.761113	135.593278	128.962581	121.777939	115.719803	87.016567	63.816043
4230	180.608014	172.642568	165.733207	157.749424	150.026668	142.781636	135.601876	128.972197	121.797411	115.721263	87.020697	63.826805
4231	180.608014	172.642568	165.733207	157.749424	150.026668	142.781636	135.601876	128.972197	121.797411	115.721263	87.020697	63.826805
4232	180.630742	172.676898	165.744192	157.743036	150.043611	142.791444	135.612041	128.97667	121.802938	115.744714	87.036217	63.839254
4233	180.630742	172.676898	165.744192	157.743036	150.043611	142.791444	135.612041	128.97667	121.802938	115.744714	87.036217	63.839254
4234	180.617867	172.663655	165.737752	158.507247	150.034428	142.788388	135.617623	128.601061	121.806653	115.741148	87.031802	63.837627
4235	180.617867	172.663655	165.737752	158.507247	150.034428	142.788388	135.617623	128.601061	121.806653	115.741148	87.031802	63.837627
4236	180.631958	172.695234	165.761505	158.568882	150.06523	142.807402	135.647755	128.496598	121.818544	115.777982	87.051337	63.85432
4237	180.631958	172.695234	165.761505	158.568882	150.06523	142.807402	135.647755	128.496598	121.818544	115.777982	87.051337	63.85432
4238	180.659845	172.714504	165.760153	158.622659	150.065966	142.824621	135.649406	128.381892	121.84252	115.79574	87.055413	63.87599
4239	180.659845	172.714504	165.760153	158.622659	150.065966	142.824621	135.649406	128.381892	121.84252	115.79574	87.055413	63.87599
4240	180.677526	172.722386	165.770994	157.755883	150.076983	142.835889	135.669995	128.248935	121.85292	115.813145	87.053312	63.881566
4241	180.677526	172.722386	165.770994	157.755883	150.076983	142.835889	135.669995	128.248935	121.85292	115.813145	87.053312	63.881566
4242	180.679266	172.73705	165.789652	157.761215	150.082361	142.841992	135.675566	128.834369	121.865742	115.804117	87.061885	63.884361
4243	180.679266	172.73705	165.789652	157.761215	150.082361	142.841992	135.675566	128.834369	121.865742	115.804117	87.061885	63.884361
4244	180.681489	172.756573	165.798686	157.781595	150.102683	142.854106	135.688398	128.788264	121.888732	115.842471	87.046165	63.89793
4245	180.681489	172.756573	165.798686	157.781595	150.102683	142.854106	135.688398	128.788264	121.888732	115.842471	87.046165	63.89793
4246	180.697025	172.763069	165.804003	157.796882	150.104735	142.863484	135.700314	128.719992	121.882548	115.832675	87.028655	63.901444
4247	180.697025	172.763069	165.804003	157.796882	150.104735	142.863484	135.700314	128.719992	121.882548	115.832675	87.028655	63.901444
4248	180.698348	172.783801	165.809475	157.847695	150.113879	142.880471	135.704571	129.054979	121.906376	115.865958	86.34103	63.908767
4249	180.698348	172.783801	165.809475	157.847695	150.113879	142.880471	135.704571	129.054979	121.906376	115.865958	86.34103	63.908767
4250	180.68886	172.785358	165.824222	157.862469	150.123924	142.887913	135.7219	129.047718	121.923342	115.874006	86.340006	63.93483
4251	180.68886	172.785358	165.824222	157.862469	150.123924	142.887913	135.7219	129.047718	121.923342	115.874006	86.340006	63.93483
4252	180.678111	172.800023	165.831038	157.910485	150.13857	142.904484	135.743338	129.038305	121.933672	115.897475	86.341646	63.934801
4253	180.678111	172.800023	165.831038	157.910485	150.13857	142.904484	135.743338	129.038305	121.933672	115.897475	86.341646	63.934801
4254	180.649964	172.802844	165.835317	159.133501	150.142364	142.910296	135.747106	128.08301	121.93969	115.899383	86.351595	63.947623
4255	180.649964	172.802844	165.835317	159.133501	150.142364	142.910296	135.747106	128.08301	121.93969	115.899383	86.351595	63.947623
4256	180.649794	172.823668	165.858026	159.172128	150.167733	142.932953	135.770004	128.091993	121.970162	115.92634	86.371241	63.968527
4257	180.649794	172.823668	165.858026	159.172128	150.167733	142.932953	135.770004	128.091993	121.970162	115.92634	86.371241	63.968527
4258	180.630674	172.815081	165.866381	159.190953	150.165174	142.933402	135.766314	128.090151	121.966272	115.929506	86.376829	63.969859
4259	180.630674	172.815081	165.866381	159.190953	150.165174	142.933402	135.766314	128.090151	121.966272	115.929506	86.376829	63.969859
4260	180.578106	172.821181	165.872801	159.204924	150.176419	142.941103	135.777023	128.095962	121.982369	115.929873	86.392876	63.986983
4261	180.578106	172.821181	165.872801	159.204924	150.176419	142.941103	135.777023	128.095962	121.982369	115.929873	86.392876	63.986983
4262	180.571815	172.836945	165.885543	159.21878	150.202512	142.948942	135.799032	128.11655	121.998053	115.952771	86.405828	63.997741
4263	180.571815	172.836945	165.885543	159.21878	150.202512	142.948942	135.799032	128.11655	121.998053	115.952771	86.405828	63.997741
4264	180.54359	172.820988	165.884737	159.236061	150.201942	142.962286	135.805588	128.117893	122.017324	115.974699	86.426563	63.993678
4265	180.54359	172.820988	165.884737	159.236061	150.201942	142.962286	135.805588	128.117893	122.017324	115.974699	86.426563	63.993678
4266	180.546808	172.804353	165.896675	159.225049	150.201097	142.967545	135.806816	128.129517	122.003269	115.981139	86.427313	63.997446
4267	180.546808	172.804353	165.896675	159.225049	150.201097	142.967545	135.806816	128.129517	122.003269	115.981139	86.427313	63.997446
4268	180.540128	172.823872	165.901993	159.253325	150.214946	142.99137	135.833436	128.171457	122.033558	116.007233	86.454397	64.034949
4269	180.540128	172.823872	165.901993	159.253325	150.214946	142.99137	135.833436	128.171457	122.033558	116.007233	86.454397	64.034949
4270	180.510554	172.82064	165.913418	159.257761	150.235796	143.001303	135.842198	128.168044	122.046812	116.00681	86.473923	64.044605
4271	180.510554	172.82064	165.913418	159.257761	150.235796	143.001303	135.842198	128.168044	122.046812	116.00681	86.473923	64.044605
4272	180.458313	172.804982	165.915698	159.273251	150.23714	142.999183	135.84652	128.16411	122.047908	116.018352	86.472536	64.036716
4273	180.458313	172.804982	165.915698	159.273251	150.23714	142.999183	135.84652	128.16411	122.047908	116.018352	86.472536	64.036716
4274	180.392123	172.818497	165.922365	159.280922	150.25187	143.026837	135.86046	128.183998	122.074507	116.052354	86.491735	64.06001
4275	180.392123	172.818497	165.922365	159.280922	150.25187	143.026837	135.86046	128.183998	122.074507	116.052354	86.491735	64.06001
4276	180.353149	172.810144	165.930211	159.316922	150.273554	143.033002	135.883605	128.210019	122.079919	116.05434	86.501761	64.070261
4277	180.353149	172.810144	165.930211	159.316922	150.273554	143.033002	135.883605	128.210019	122.079919	116.05434	86.501761	64.070261
4278	180.305945	172.799627	165.925176	159.329414	150.271784	143.040707	135.88851	128.215604	122.093677	116.062824	86.519317	64.091646
4279	180.305945	172.799627	165.925176	159.329414	150.271784	143.040707	135.88851	128.215604	122.093677	116.062824	86.519317	64.091646
4280	180.311956	172.80799	165.935484	158.560835	150.277413	143.05657	135.897776	128.647547	122.109027	116.073577	86.54561	64.091377
4281	180.311956	172.80799	165.935484	158.560835	150.277413	143.05657	135.897776	128.647547	122.109027	116.073577	86.54561	64.091377
4282	180.307204	172.782073	165.936634	158.512963	150.279251	143.055557	135.899602	128.788196	122.120413	116.083332	86.568678	64.093978
4283	180.307204	172.782073	165.936634	158.512963	150.279251	143.055557	135.899602	128.788196	122.120413	116.083332	86.568678	64.093978
4284	180.358575	172.775055	165.947918	158.445413	150.288859	143.068347	135.924538	129.018545	122.129654	116.107989	86.595016	64.105065
4285	180.358575	172.775055	165.947918	158.445413	150.288859	143.068347	135.924538	129.018545	122.129654	116.107989	86.595016	64.105065
4286	180.411888	172.764191	165.950633	158.678676	150.319087	143.079599	135.943074	129.59332	122.151238	116.122001	86.641106	64.130121
4287	180.411888	172.764191	165.950633	158.678676	150.319087	143.079599	135.943074	129.59332	122.151238	116.122001	86.641106	64.130121
4288	180.448422	172.768844	165.93887	158.238767	150.316175	143.098459	135.947992	129.163799	122.16843	116.133452	87.393996	64.126041
4289	180.448422	172.768844	165.93887	158.238767	150.316175	143.098459	135.947992	129.163799	122.16843	116.133452	87.393996	64.126041
4290	180.488875	172.768632	165.941304	158.692384	150.324148	143.101598	135.945573	129.319141	122.17834	116.141056	87.439153	64.140073
4291	180.488875	172.768632	165.941304	158.692384	150.324148	143.101598	135.945573	129.319141	122.17834	116.141056	87.439153	64.140073
4292	180.490878	172.774996	165.945336	158.716361	150.331167	143.104272	135.958977	129.267771	122.183889	116.157717	87.460746	64.144914
4293	180.490878	172.774996	165.945336	158.716361	150.331167	143.104272	135.958977	129.267771	122.183889	116.157717	87.460746	64.144914
4294	180.465666	172.775716	165.968213	158.724967	150.352078	143.124748	135.980435	129.170896	122.197202	116.178027	87.476077	64.173556
4295	180.465666	172.775716	165.968213	158.724967	150.352078	143.124748	135.980435	129.170896	122.197202	116.178027	87.476077	64.173556
4296	180.397782	172.78832	165.963114	158.790203	150.365048	143.136431	136.004576	129.052938	122.215	116.189628	87.483264	64.178635
4297	180.397782	172.78832	165.963114	158.790203	150.365048	143.136431	136.004576	129.052938	122.215	116.189628	87.483264	64.178635
4298	180.314722	172.780765	165.965145	158.83465	150.363136	143.145085	136.003596	128.879571	122.218132	116.192749	87.485895	64.179427
4299	180.314722	172.780765	165.965145	158.83465	150.363136	143.145085	136.003596	128.879571	122.218132	116.192749	87.485895	64.179427
4300	180.215894	172.79527	165.975174	158.732159	150.387457	143.159119	136.023846	128.190788	122.248257	116.218225	87.515736	64.204048
4301	180.215894	172.79527	165.975174	158.732159	150.387457	143.159119	136.023846	128.190788	122.248257	116.218225	87.515736	64.204048
4302	180.155419	172.788135	165.96761	159.000024	150.387797	143.167065	136.026941	128.550566	122.258168	116.225829	87.482892	64.19922
4303	180.155419	172.788135	165.96761	159.000024	150.387797	143.167065	136.026941	128.550566	122.258168	116.225829	87.482892	64.19922
