Time	2 mm	4 mm	6 mm	8 mm	10 mm	12 mm	14 mm	16 mm	18 mm	20 mm	30 mm	40 mm
0	24.297488	24.367393	24.471268	24.7567	24.647072	24.872969	24.693909	24.915183	25.169584	25.096476	24.836022	24.745819
1	24.297488	24.367393	24.471268	24.7567	24.647072	24.872969	24.693909	24.915183	25.169584	25.096476	24.836022	24.745819
2	24.313679	24.367222	24.473842	24.762115	24.642517	24.878614	24.703197	24.927517	25.166464	25.105348	24.843694	24.753031
3	24.313679	24.367222	24.473842	24.762115	24.642517	24.878614	24.703197	24.927517	25.166464	25.105348	24.843694	24.753031
4	24.313386	24.36818	24.482317	24.774426	24.643475	24.877544	24.712691	24.931753	25.173004	25.103587	24.846497	24.754219
5	24.313386	24.36818	24.482317	24.774426	24.643475	24.877544	24.712691	24.931753	25.173004	25.103587	24.846497	24.754219
6	24.306909	24.379669	24.472149	24.769264	24.653346	24.88161	24.709411	24.921978	25.165769	25.104192	24.848984	24.790158
7	24.306909	24.379669	24.472149	24.769264	24.653346	24.88161	24.709411	24.921978	25.165769	25.104192	24.848984	24.790158
8	24.341381	24.366099	24.460233	24.767453	24.639549	25.294943	24.696768	24.921091	25.159347	25.089467	24.826654	25.012344
9	24.341381	24.366099	24.460233	24.767453	24.639549	25.294943	24.696768	24.921091	25.159347	25.089467	24.826654	25.012344
10	25.301395	24.378123	24.473032	24.758758	24.646493	25.61664	24.70002	24.922777	25.159418	25.09738	24.843978	24.746855
11	25.301395	24.378123	24.473032	24.758758	24.646493	25.61664	24.70002	24.922777	25.159418	25.09738	24.843978	24.746855
12	27.389886	24.480633	24.465415	24.763262	24.644694	24.681589	24.700759	24.913209	25.157924	25.088736	24.831107	24.740442
13	27.389886	24.480633	24.465415	24.763262	24.644694	24.681589	24.700759	24.913209	25.157924	25.088736	24.831107	24.740442
14	29.889495	24.777766	24.482963	24.77669	24.65641	25.353058	24.715936	24.930787	25.167657	25.106542	24.8389	24.761847
15	29.889495	24.777766	24.482963	24.77669	24.65641	25.353058	24.715936	24.930787	25.167657	25.106542	24.8389	24.761847
16	32.447371	25.25328	24.501702	24.770532	24.64571	25.249134	24.71285	24.927168	25.16819	25.09439	24.841581	24.75507
17	32.447371	25.25328	24.501702	24.770532	24.64571	25.249134	24.71285	24.927168	25.16819	25.09439	24.841581	24.75507
18	34.961438	25.885943	24.538025	24.76327	24.64487	25.152167	24.693553	24.913217	25.146862	25.093357	24.831053	24.738081
19	34.961438	25.885943	24.538025	24.76327	24.64487	25.152167	24.693553	24.913217	25.146862	25.093357	24.831053	24.738081
20	37.394498	26.659574	24.636501	24.760573	24.643497	23.857454	24.702562	24.916979	25.1527	25.096427	24.830833	24.75055
21	37.394498	26.659574	24.636501	24.760573	24.643497	23.857454	24.702562	24.916979	25.1527	25.096427	24.830833	24.75055
22	39.711818	27.529854	24.779677	24.771524	24.641989	24.378568	24.695286	24.918471	25.143352	25.085234	24.823558	24.747197
23	39.711818	27.529854	24.779677	24.771524	24.641989	24.378568	24.695286	24.918471	25.143352	25.085234	24.823558	24.747197
24	41.929259	28.469014	24.975849	24.799304	24.638102	24.44882	24.6884	24.910955	25.140911	25.092018	24.820133	24.738465
25	41.929259	28.469014	24.975849	24.799304	24.638102	24.44882	24.6884	24.910955	25.140911	25.092018	24.820133	24.738465
26	44.027721	29.486113	25.222345	24.828067	24.644585	23.873747	24.695574	24.921261	25.139915	25.086639	24.830767	24.74933
27	44.027721	29.486113	25.222345	24.828067	24.644585	23.873747	24.695574	24.921261	25.139915	25.086639	24.830767	24.74933
28	46.025716	30.515555	25.532125	24.889561	24.654541	24.400647	24.693072	24.918626	25.135435	25.081006	24.824573	24.745213
29	46.025716	30.515555	25.532125	24.889561	24.654541	24.400647	24.693072	24.918626	25.135435	25.081006	24.824573	24.745213
30	47.938571	31.577896	25.885786	24.967004	24.655013	24.397815	24.697004	24.92064	25.144137	25.075178	24.830351	24.747992
31	47.938571	31.577896	25.885786	24.967004	24.655013	24.397815	24.697004	24.92064	25.144137	25.075178	24.830351	24.747992
32	49.764063	32.648426	26.269209	25.05323	24.677039	23.943969	24.692498	24.919219	25.140179	25.080215	24.815464	24.751099
33	49.764063	32.648426	26.269209	25.05323	24.677039	23.943969	24.692498	24.919219	25.140179	25.080215	24.815464	24.751099
34	51.50899	33.721971	26.700336	25.176239	24.680814	23.976606	24.678277	24.916304	25.13588	25.085372	24.831696	24.742646
35	51.50899	33.721971	26.700336	25.176239	24.680814	23.976606	24.678277	24.916304	25.13588	25.085372	24.831696	24.742646
36	53.169878	34.810349	27.164788	25.312293	24.721881	23.995997	24.68935	24.900617	25.132881	25.073148	24.816699	24.738261
37	53.169878	34.810349	27.164788	25.312293	24.721881	23.995997	24.68935	24.900617	25.132881	25.073148	24.816699	24.738261
38	54.783401	35.896425	27.656151	25.46095	24.753656	24.446954	24.689057	24.905399	25.145965	25.079313	24.812023	24.749273
39	54.783401	35.896425	27.656151	25.46095	24.753656	24.446954	24.689057	24.905399	25.145965	25.079313	24.812023	24.749273
40	56.323552	36.971872	28.180197	25.657691	24.797233	24.484204	24.694338	24.910801	25.137297	25.093478	24.815458	24.737712
41	56.323552	36.971872	28.180197	25.657691	24.797233	24.484204	24.694338	24.910801	25.137297	25.093478	24.815458	24.737712
42	57.810851	38.030351	28.727937	25.851498	24.852379	25.354486	24.691349	24.915377	25.137491	25.087905	24.820313	24.739337
43	57.810851	38.030351	28.727937	25.851498	24.852379	25.354486	24.691349	24.915377	25.137491	25.087905	24.820313	24.739337
44	59.268098	39.089754	29.293507	26.102355	24.933928	25.082964	24.702313	24.927273	25.141774	25.093342	24.831506	24.75976
45	59.268098	39.089754	29.293507	26.102355	24.933928	25.082964	24.702313	24.927273	25.141774	25.093342	24.831506	24.75976
46	60.663325	40.129036	29.856646	26.344338	24.999531	25.135389	24.698486	24.909353	25.134927	25.083497	24.828373	24.752473
47	60.663325	40.129036	29.856646	26.344338	24.999531	25.135389	24.698486	24.909353	25.134927	25.083497	24.828373	24.752473
48	62.024041	41.141377	30.428109	26.572945	25.073106	25.437804	24.690871	24.907154	25.122812	25.069767	24.810608	24.751318
49	62.024041	41.141377	30.428109	26.572945	25.073106	25.437804	24.690871	24.907154	25.122812	25.069767	24.810608	24.751318
50	63.315693	42.154408	31.04121	26.860595	25.178707	25.487396	24.707227	24.920095	25.127448	25.085704	24.811274	24.298784
51	63.315693	42.154408	31.04121	26.860595	25.178707	25.487396	24.707227	24.920095	25.127448	25.085704	24.811274	24.298784
52	64.577496	43.165325	31.658358	27.159496	25.27772	25.504298	24.697851	24.905865	25.121524	25.082316	24.816895	24.770986
53	64.577496	43.165325	31.658358	27.159496	25.27772	25.504298	24.697851	24.905865	25.121524	25.082316	24.816895	24.770986
54	65.823675	44.14701	32.275676	27.459149	25.392804	25.444341	24.716793	24.913234	25.131197	25.07377	24.814611	24.732712
55	65.823675	44.14701	32.275676	27.459149	25.392804	25.444341	24.716793	24.913234	25.131197	25.07377	24.814611	24.732712
56	67.040228	45.123226	32.899383	27.780282	25.50955	26.089409	24.720106	24.908777	25.118669	25.071159	24.815387	24.730258
57	67.040228	45.123226	32.899383	27.780282	25.50955	26.089409	24.720106	24.908777	25.118669	25.071159	24.815387	24.730258
58	68.261296	46.08122	33.529961	28.118676	25.654127	25.468281	24.725448	24.911811	25.123087	25.081804	24.808501	24.755209
59	68.261296	46.08122	33.529961	28.118676	25.654127	25.468281	24.725448	24.911811	25.123087	25.081804	24.808501	24.755209
60	69.446399	47.028729	34.164871	28.463762	25.795166	25.478363	24.739265	24.905291	25.118643	25.064444	24.80663	24.730729
61	69.446399	47.028729	34.164871	28.463762	25.795166	25.478363	24.739265	24.905291	25.118643	25.064444	24.80663	24.730729
62	70.60908	47.976248	34.796615	28.81251	25.953702	26.217294	24.758619	24.927702	25.122369	25.078318	24.805451	24.738317
63	70.60908	47.976248	34.796615	28.81251	25.953702	26.217294	24.758619	24.927702	25.122369	25.078318	24.805451	24.738317
64	71.699959	48.903598	35.426136	29.175231	26.117187	24.993549	24.7698	24.923658	25.122246	25.063896	24.804636	24.736348
65	71.699959	48.903598	35.426136	29.175231	26.117187	24.993549	24.7698	24.923658	25.122246	25.063896	24.804636	24.736348
66	72.773295	49.813844	36.07038	29.534623	26.287533	25.063555	24.777728	24.915244	25.108529	25.057097	24.79803	24.864468
67	72.773295	49.813844	36.07038	29.534623	26.287533	25.063555	24.777728	24.915244	25.108529	25.057097	24.79803	24.864468
68	73.79475	50.723941	36.709104	29.932066	26.476935	25.117474	24.806151	24.937338	25.11217	25.070886	24.810765	24.897272
69	73.79475	50.723941	36.709104	29.932066	26.476935	25.117474	24.806151	24.937338	25.11217	25.070886	24.810765	24.897272
70	74.783662	51.62305	37.349675	30.327946	26.668303	25.160515	24.847419	24.95363	25.123385	25.07057	24.806357	24.253934
71	74.783662	51.62305	37.349675	30.327946	26.668303	25.160515	24.847419	24.95363	25.123385	25.07057	24.806357	24.253934
72	75.766096	52.504093	38.004482	30.715322	26.865417	25.211298	24.871179	24.959444	25.116975	25.076153	24.818121	24.256471
73	75.766096	52.504093	38.004482	30.715322	26.865417	25.211298	24.871179	24.959444	25.116975	25.076153	24.818121	24.256471
74	76.728461	53.357953	38.638695	31.10876	27.07111	25.256095	24.890652	24.957659	25.116573	25.06791	24.804606	25.007829
75	76.728461	53.357953	38.638695	31.10876	27.07111	25.256095	24.890652	24.957659	25.116573	25.06791	24.804606	25.007829
76	77.701542	54.200492	39.269986	31.515481	27.273686	25.314167	24.930799	24.97815	25.119304	25.055879	24.796312	24.728254
77	77.701542	54.200492	39.269986	31.515481	27.273686	25.314167	24.930799	24.97815	25.119304	25.055879	24.796312	24.728254
78	78.671817	55.044875	39.916897	31.931597	27.503608	25.394529	24.951801	24.998568	25.132109	25.072836	24.806012	24.733341
79	78.671817	55.044875	39.916897	31.931597	27.503608	25.394529	24.951801	24.998568	25.132109	25.072836	24.806012	24.733341
80	79.615186	55.8606	40.539894	32.336638	27.72366	25.469897	25.005859	25.008	25.125626	25.060357	24.791562	24.712891
81	79.615186	55.8606	40.539894	32.336638	27.72366	25.469897	25.005859	25.008	25.125626	25.060357	24.791562	24.712891
82	80.514001	56.684433	41.170173	32.750865	27.954622	25.573106	25.045991	25.020843	25.12855	25.051057	24.788792	24.691895
83	80.514001	56.684433	41.170173	32.750865	27.954622	25.573106	25.045991	25.020843	25.12855	25.051057	24.788792	24.691895
84	81.376537	57.481289	41.80181	33.179663	28.197141	26.281308	25.082079	25.048301	25.126717	25.060756	24.777135	24.686004
85	81.376537	57.481289	41.80181	33.179663	28.197141	26.281308	25.082079	25.048301	25.126717	25.060756	24.777135	24.686004
86	82.223818	58.268484	42.423888	33.596114	28.430033	26.437687	25.123555	25.054952	25.134752	25.055875	24.785864	24.655511
87	82.223818	58.268484	42.423888	33.596114	28.430033	26.437687	25.123555	25.054952	25.134752	25.055875	24.785864	24.655511
88	83.064924	59.077315	43.05787	34.040195	28.698188	26.637002	25.191926	25.097013	25.15859	25.071412	24.797738	24.650313
89	83.064924	59.077315	43.05787	34.040195	28.698188	26.637002	25.191926	25.097013	25.15859	25.071412	24.797738	24.650313
90	83.906939	59.835813	43.688001	34.465551	28.955486	26.839709	25.247623	25.130283	25.163031	25.071703	24.796243	24.724956
91	83.906939	59.835813	43.688001	34.465551	28.955486	26.839709	25.247623	25.130283	25.163031	25.071703	24.796243	24.724956
92	84.773713	60.615434	44.305094	34.914071	29.215068	27.003035	25.308438	25.146742	25.162885	25.06925	24.788338	24.737814
93	84.773713	60.615434	44.305094	34.914071	29.215068	27.003035	25.308438	25.146742	25.162885	25.06925	24.788338	24.737814
94	85.599537	61.353499	44.902734	35.3493	29.482359	26.711991	25.368983	25.184101	25.173262	25.072709	24.791239	24.731717
95	85.599537	61.353499	44.902734	35.3493	29.482359	26.711991	25.368983	25.184101	25.173262	25.072709	24.791239	24.731717
96	86.388173	62.081762	45.505599	35.762337	29.733327	26.886437	25.42819	25.213521	25.164401	25.066845	24.781269	24.723823
97	86.388173	62.081762	45.505599	35.762337	29.733327	26.886437	25.42819	25.213521	25.164401	25.066845	24.781269	24.723823
98	87.205337	62.830887	46.12144	36.205958	30.024156	27.512591	25.500049	25.245405	25.183602	25.07244	24.783271	24.719366
99	87.205337	62.830887	46.12144	36.205958	30.024156	27.512591	25.500049	25.245405	25.183602	25.07244	24.783271	24.719366
100	88.020275	63.564662	46.730038	36.637258	30.298466	27.285455	25.575446	25.277469	25.20114	25.070145	24.788819	24.727221
101	88.020275	63.564662	46.730038	36.637258	30.298466	27.285455	25.575446	25.277469	25.20114	25.070145	24.788819	24.727221
102	88.820652	64.287756	47.325517	37.079599	30.570434	28.354073	25.642103	25.328939	25.210643	25.083339	24.786317	24.719874
103	88.820652	64.287756	47.325517	37.079599	30.570434	28.354073	25.642103	25.328939	25.210643	25.083339	24.786317	24.719874
104	89.612615	65.005353	47.906412	37.507725	30.849938	27.989944	25.720778	25.356523	25.217937	25.074489	24.778545	24.71164
105	89.612615	65.005353	47.906412	37.507725	30.849938	27.989944	25.720778	25.356523	25.217937	25.074489	24.778545	24.71164
106	90.421816	65.709566	48.49428	37.959719	31.137828	28.139004	25.790665	25.396897	25.229029	25.085122	24.763136	24.711687
107	90.421816	65.709566	48.49428	37.959719	31.137828	28.139004	25.790665	25.396897	25.229029	25.085122	24.763136	24.711687
108	91.213954	66.432265	49.098388	38.404433	31.434148	27.469773	25.886614	25.44876	25.249079	25.090183	24.777742	24.713605
109	91.213954	66.432265	49.098388	38.404433	31.434148	27.469773	25.886614	25.44876	25.249079	25.090183	24.777742	24.713605
110	91.991564	67.134649	49.689672	38.857778	31.737911	27.649169	25.992197	25.514151	25.286581	25.099554	24.78193	24.714794
111	91.991564	67.134649	49.689672	38.857778	31.737911	27.649169	25.992197	25.514151	25.286581	25.099554	24.78193	24.714794
112	92.725396	67.83048	50.26922	39.283759	32.028117	27.810263	26.063024	25.557771	25.291701	25.105367	24.792164	24.716493
113	92.725396	67.83048	50.26922	39.283759	32.028117	27.810263	26.063024	25.557771	25.291701	25.105367	24.792164	24.716493
114	93.417429	68.523975	50.846061	39.730776	32.322366	27.986551	26.164721	25.59912	25.311847	25.10845	24.780252	24.711963
115	93.417429	68.523975	50.846061	39.730776	32.322366	27.986551	26.164721	25.59912	25.311847	25.10845	24.780252	24.711963
116	94.05423	69.19045	51.419599	40.172543	32.629056	28.911264	26.254356	25.663216	25.321082	25.115611	24.768728	24.715435
117	94.05423	69.19045	51.419599	40.172543	32.629056	28.911264	26.254356	25.663216	25.321082	25.115611	24.768728	24.715435
118	94.686459	69.872993	51.989984	40.61609	32.937056	29.050205	26.378562	25.724906	25.354431	25.12821	24.783529	24.720546
119	94.686459	69.872993	51.989984	40.61609	32.937056	29.050205	26.378562	25.724906	25.354431	25.12821	24.783529	24.720546
120	95.333386	70.527916	52.580596	41.058594	33.238076	29.203178	26.470022	25.783633	25.382051	25.126316	24.778003	24.716173
121	95.333386	70.527916	52.580596	41.058594	33.238076	29.203178	26.470022	25.783633	25.382051	25.126316	24.778003	24.716173
122	95.956738	71.16481	53.141797	41.492668	33.545803	29.349384	26.564395	25.857482	25.403129	25.146015	24.777249	24.71888
123	95.956738	71.16481	53.141797	41.492668	33.545803	29.349384	26.564395	25.857482	25.403129	25.146015	24.777249	24.71888
124	96.575766	71.791708	53.697642	41.930407	33.84464	29.505408	26.669935	25.902944	25.416792	25.143769	24.758622	24.712019
125	96.575766	71.791708	53.697642	41.930407	33.84464	29.505408	26.669935	25.902944	25.416792	25.143769	24.758622	24.712019
126	97.175615	72.425154	54.255557	42.376564	34.158811	29.696268	26.792833	25.981309	25.463377	25.159463	24.767546	24.719328
127	97.175615	72.425154	54.255557	42.376564	34.158811	29.696268	26.792833	25.981309	25.463377	25.159463	24.767546	24.719328
128	97.786302	73.037088	54.810926	42.811136	34.476777	29.285301	26.90973	26.048766	25.488446	25.176237	24.771163	24.7211
129	97.786302	73.037088	54.810926	42.811136	34.476777	29.285301	26.90973	26.048766	25.488446	25.176237	24.771163	24.7211
130	98.361715	73.629498	55.358369	43.254733	34.792783	30.172649	27.017369	26.123471	25.518234	25.182973	24.771976	24.713376
131	98.361715	73.629498	55.358369	43.254733	34.792783	30.172649	27.017369	26.123471	25.518234	25.182973	24.771976	24.713376
132	98.927622	74.228853	55.891054	43.690698	35.103923	30.726664	27.130776	26.191731	25.555872	25.193872	24.764738	24.711444
133	98.927622	74.228853	55.891054	43.690698	35.103923	30.726664	27.130776	26.191731	25.555872	25.193872	24.764738	24.711444
134	99.490748	74.82901	56.428761	44.128382	35.432933	30.17237	27.266643	26.264655	25.590803	25.216362	24.770104	24.711504
135	99.490748	74.82901	56.428761	44.128382	35.432933	30.17237	27.266643	26.264655	25.590803	25.216362	24.770104	24.711504
136	99.990879	75.386509	56.952526	44.547152	35.726991	30.349496	27.367136	26.334398	25.612412	25.203386	24.746256	24.701498
137	99.990879	75.386509	56.952526	44.547152	35.726991	30.349496	27.367136	26.334398	25.612412	25.203386	24.746256	24.701498
138	100.525427	75.980104	57.49801	44.993717	36.067382	31.375322	27.519008	26.433003	25.656452	25.240064	24.763546	24.710713
139	100.525427	75.980104	57.49801	44.993717	36.067382	31.375322	27.519008	26.433003	25.656452	25.240064	24.763546	24.710713
140	101.054929	76.5404	58.02021	45.424226	36.377579	31.601097	27.639143	26.513124	25.711968	25.263549	24.771413	24.714659
141	101.054929	76.5404	58.02021	45.424226	36.377579	31.601097	27.639143	26.513124	25.711968	25.263549	24.771413	24.714659
142	101.592847	77.089742	58.539304	45.857867	36.717345	31.704544	27.774449	26.607857	25.753069	25.277457	24.767515	24.717682
143	101.592847	77.089742	58.539304	45.857867	36.717345	31.704544	27.774449	26.607857	25.753069	25.277457	24.767515	24.717682
144	102.097991	77.644444	59.060295	46.289828	37.033264	31.919177	27.905113	26.700789	25.78177	25.296486	24.763822	24.712605
145	102.097991	77.644444	59.060295	46.289828	37.033264	31.919177	27.905113	26.700789	25.78177	25.296486	24.763822	24.712605
146	102.598514	78.171122	59.558929	46.714681	37.351983	32.137021	28.046498	26.78455	25.83472	25.316256	24.765364	24.720145
147	102.598514	78.171122	59.558929	46.714681	37.351983	32.137021	28.046498	26.78455	25.83472	25.316256	24.765364	24.720145
148	103.071371	78.705558	60.052697	47.125437	37.665273	32.470323	28.180868	26.868364	25.866755	25.332857	24.757118	24.704055
149	103.071371	78.705558	60.052697	47.125437	37.665273	32.470323	28.180868	26.868364	25.866755	25.332857	24.757118	24.704055
150	103.539604	79.24215	60.561622	47.554393	38.005026	31.87467	28.332357	26.971985	25.925765	25.359847	24.769296	24.710465
151	103.539604	79.24215	60.561622	47.554393	38.005026	31.87467	28.332357	26.971985	25.925765	25.359847	24.769296	24.710465
152	103.980477	79.750359	61.058836	47.98526	38.321907	32.43875	28.465215	27.071464	25.967039	25.373936	24.775488	24.716427
153	103.980477	79.750359	61.058836	47.98526	38.321907	32.43875	28.465215	27.071464	25.967039	25.373936	24.775488	24.716427
154	104.388187	80.247052	61.548245	48.387642	38.633329	32.66196	28.60367	27.151719	26.01696	25.397368	24.764474	25.156138
155	104.388187	80.247052	61.548245	48.387642	38.633329	32.66196	28.60367	27.151719	26.01696	25.397368	24.764474	25.156138
156	104.812487	80.744493	62.026822	48.818382	38.967935	32.896582	28.744454	27.263743	26.068273	25.42773	24.761814	25.177925
157	104.812487	80.744493	62.026822	48.818382	38.967935	32.896582	28.744454	27.263743	26.068273	25.42773	24.761814	25.177925
158	105.255658	81.242343	62.505801	49.223082	39.284617	33.151126	28.90537	27.36477	26.116879	25.451234	24.763234	24.429816
159	105.255658	81.242343	62.505801	49.223082	39.284617	33.151126	28.90537	27.36477	26.116879	25.451234	24.763234	24.429816
160	105.713566	81.716665	62.97591	49.638492	39.610252	33.366694	29.047129	27.466004	26.176069	25.470576	24.761594	24.443407
161	105.713566	81.716665	62.97591	49.638492	39.610252	33.366694	29.047129	27.466004	26.176069	25.470576	24.761594	24.443407
162	106.169895	82.197939	63.447407	50.044009	39.923713	33.601366	29.200792	27.558643	26.229193	25.498145	24.761775	24.708251
163	106.169895	82.197939	63.447407	50.044009	39.923713	33.601366	29.200792	27.558643	26.229193	25.498145	24.761775	24.708251
164	106.642618	82.682951	63.908311	50.446897	40.258358	33.841668	29.353405	27.660671	26.30163	25.537434	24.763001	24.721474
165	106.642618	82.682951	63.908311	50.446897	40.258358	33.841668	29.353405	27.660671	26.30163	25.537434	24.763001	24.721474
166	107.145522	83.16494	64.386853	50.868517	40.592296	33.660019	29.516175	27.781904	26.354833	25.570157	24.775373	24.718158
167	107.145522	83.16494	64.386853	50.868517	40.592296	33.660019	29.516175	27.781904	26.354833	25.570157	24.775373	24.718158
168	107.584257	83.612368	64.819075	51.253655	40.884879	33.878181	29.662494	27.886732	26.391617	25.585069	24.755095	24.693725
169	107.584257	83.612368	64.819075	51.253655	40.884879	33.878181	29.662494	27.886732	26.391617	25.585069	24.755095	24.693725
170	108.044663	84.094373	65.277987	51.660756	41.222654	34.118216	29.816418	28.003703	26.464298	25.617924	24.766933	24.703488
171	108.044663	84.094373	65.277987	51.660756	41.222654	34.118216	29.816418	28.003703	26.464298	25.617924	24.766933	24.703488
172	108.529222	84.567348	65.720101	52.059234	41.544539	34.813354	30.001421	28.120249	26.534028	25.660278	24.771036	24.719358
173	108.529222	84.567348	65.720101	52.059234	41.544539	34.813354	30.001421	28.120249	26.534028	25.660278	24.771036	24.719358
174	108.997786	85.017642	66.159641	52.443938	41.866001	35.033193	30.152311	28.226507	26.595304	25.675043	24.76511	24.706741
175	108.997786	85.017642	66.159641	52.443938	41.866001	35.033193	30.152311	28.226507	26.595304	25.675043	24.76511	24.706741
176	109.502455	85.487283	66.608092	52.839779	42.185141	34.79163	30.308495	28.355712	26.661377	25.724577	24.75922	24.704773
177	109.502455	85.487283	66.608092	52.839779	42.185141	34.79163	30.308495	28.355712	26.661377	25.724577	24.75922	24.704773
178	110.00735	85.954181	67.042471	53.223826	42.503408	35.776628	30.47648	28.472268	26.719168	25.757294	24.768678	24.704541
179	110.00735	85.954181	67.042471	53.223826	42.503408	35.776628	30.47648	28.472268	26.719168	25.757294	24.768678	24.704541
180	110.510681	86.408007	67.478481	53.611873	42.825997	35.969574	30.63008	28.591606	26.787815	25.785668	24.758163	24.712943
181	110.510681	86.408007	67.478481	53.611873	42.825997	35.969574	30.63008	28.591606	26.787815	25.785668	24.758163	24.712943
182	110.986377	86.873574	67.917445	53.997888	43.14105	36.508769	30.808928	28.712395	26.860686	25.826573	24.76291	24.710308
183	110.986377	86.873574	67.917445	53.997888	43.14105	36.508769	30.808928	28.712395	26.860686	25.826573	24.76291	24.710308
184	111.456333	87.342289	68.345871	54.386328	43.464138	36.760107	30.986092	28.831138	26.922308	25.867511	24.769684	24.706931
185	111.456333	87.342289	68.345871	54.386328	43.464138	36.760107	30.986092	28.831138	26.922308	25.867511	24.769684	24.706931
186	111.943042	87.774655	68.756884	54.761016	43.77208	36.297804	31.136987	28.939586	26.973626	25.891686	24.751215	24.690307
187	111.943042	87.774655	68.756884	54.761016	43.77208	36.297804	31.136987	28.939586	26.973626	25.891686	24.751215	24.690307
188	112.415292	88.256939	69.203155	55.142315	44.080949	37.232798	31.307676	29.081511	27.057341	25.942762	24.76468	24.706772
189	112.415292	88.256939	69.203155	55.142315	44.080949	37.232798	31.307676	29.081511	27.057341	25.942762	24.76468	24.706772
190	112.871797	88.705904	69.627233	55.516396	44.402002	37.474	31.4818	29.197975	27.122925	25.986753	24.749793	24.699036
191	112.871797	88.705904	69.627233	55.516396	44.402002	37.474	31.4818	29.197975	27.122925	25.986753	24.749793	24.699036
192	113.333768	89.173697	70.060143	55.902842	44.711799	37.315136	31.66247	29.341376	27.199396	26.028741	24.767362	24.724912
193	113.333768	89.173697	70.060143	55.902842	44.711799	37.315136	31.66247	29.341376	27.199396	26.028741	24.767362	24.724912
194	113.764123	89.608835	70.470669	56.27818	45.028114	37.546349	31.828466	29.464533	27.278612	26.070946	24.759117	24.709745
195	113.764123	89.608835	70.470669	56.27818	45.028114	37.546349	31.828466	29.464533	27.278612	26.070946	24.759117	24.709745
196	114.198849	90.061541	70.895898	56.65516	45.34187	37.7927	32.011863	29.590577	27.36326	26.110529	24.768417	24.703357
197	114.198849	90.061541	70.895898	56.65516	45.34187	37.7927	32.011863	29.590577	27.36326	26.110529	24.768417	24.703357
198	114.620302	90.496012	71.309704	57.015306	45.646136	38.0457	32.175851	29.707746	28.087562	26.149747	24.755437	24.699604
199	114.620302	90.496012	71.309704	57.015306	45.646136	38.0457	32.175851	29.707746	28.087562	26.149747	24.755437	24.699604
200	115.04849	90.938528	71.721077	57.3776	45.955215	38.316603	32.355065	29.847598	28.14898	26.191001	24.759892	24.691371
201	115.04849	90.938528	71.721077	57.3776	45.955215	38.316603	32.355065	29.847598	28.14898	26.191001	24.759892	24.691371
202	115.395857	91.356933	72.139961	57.761327	46.273559	37.948579	32.532934	29.982537	28.241825	26.236559	24.756795	24.695195
203	115.395857	91.356933	72.139961	57.761327	46.273559	37.948579	32.532934	29.982537	28.241825	26.236559	24.756795	24.695195
204	115.751124	91.789492	72.551552	58.12343	46.59042	38.835766	32.704085	30.11816	28.311681	26.291111	24.752958	24.697818
205	115.751124	91.789492	72.551552	58.12343	46.59042	38.835766	32.704085	30.11816	28.311681	26.291111	24.752958	24.697818
206	116.115789	92.206298	72.955982	58.490745	46.896468	39.437016	32.894102	30.263973	28.403483	26.337245	24.760777	24.701023
207	116.115789	92.206298	72.955982	58.490745	46.896468	39.437016	32.894102	30.263973	28.403483	26.337245	24.760777	24.701023
208	116.496402	92.619916	73.364618	58.858068	47.207314	39.676533	33.064749	30.387119	28.498799	26.399576	24.762719	24.700889
209	116.496402	92.619916	73.364618	58.858068	47.207314	39.676533	33.064749	30.387119	28.498799	26.399576	24.762719	24.700889
210	116.853738	93.017288	73.768146	59.219352	47.510258	39.271902	33.249413	30.525939	28.587984	26.42997	24.761286	24.694841
211	116.853738	93.017288	73.768146	59.219352	47.510258	39.271902	33.249413	30.525939	28.587984	26.42997	24.761286	24.694841
212	117.221234	93.424423	74.166157	59.583839	47.829458	39.565817	33.432035	30.672203	28.696131	26.497569	24.773281	24.706837
213	117.221234	93.424423	74.166157	59.583839	47.829458	39.565817	33.432035	30.672203	28.696131	26.497569	24.773281	24.706837
214	117.571875	93.805638	74.553988	59.93661	48.125152	39.824177	33.599368	30.804694	28.793477	26.542834	24.774738	24.686376
215	117.571875	93.805638	74.553988	59.93661	48.125152	39.824177	33.599368	30.804694	28.793477	26.542834	24.774738	24.686376
216	117.905854	94.19885	74.956007	60.307897	48.425338	40.105847	33.787299	30.949036	28.896269	26.588497	24.757775	24.697328
217	117.905854	94.19885	74.956007	60.307897	48.425338	40.105847	33.787299	30.949036	28.896269	26.588497	24.757775	24.697328
218	118.249859	94.602848	75.355963	60.662759	48.747763	40.174149	33.982684	31.095434	29.009863	26.662498	24.769358	24.70499
219	118.249859	94.602848	75.355963	60.662759	48.747763	40.174149	33.982684	31.095434	29.009863	26.662498	24.769358	24.70499
220	118.568082	94.978787	75.726915	61.017594	49.050205	40.343213	34.156045	31.247798	28.160318	26.712568	24.778828	24.704309
221	118.568082	94.978787	75.726915	61.017594	49.050205	40.343213	34.156045	31.247798	28.160318	26.712568	24.778828	24.704309
222	118.9201	95.347791	76.11247	61.366843	49.35256	40.526648	34.333698	31.378891	28.190614	26.757873	24.773278	24.690684
223	118.9201	95.347791	76.11247	61.366843	49.35256	40.526648	34.333698	31.378891	28.190614	26.757873	24.773278	24.690684
